features,emotion
"[-3.443475106674507, -1.646358255721204, -3.093360169174531, -2.5433102206521063, 1.346904180597074, 0.6809221035806958, -4.599162473855195, -0.340535164241651, -0.3772068910168158, -4.296526577505237, -0.36244471249027876, 1.0758638368251057, -4.245089612488828, 0.2082497178985736, 0.40176614668435023, 0.3271495310825648, 0.35514762752395235, 0.3340589216400497, 0.3390695920928144, 0.16735278716889168, 0.40473177066214483, 0.41695899924277735, 0.2770609255931972, 0.2956523050186137, 0.14688924974442777, 1302.850951203567, 128.6028720857072, 1421.3426949002067, 234.32650199028768, 893.1845538040119, 102.58423703574401, 0.049016783065394226]",sad
"[-2.047104301748476, -2.3487085158056717, -1.549384155918117, -2.7390538576667174, -2.2629451913433356, -0.3479056571169874, -2.873528474476435, -5.213154201477359, 1.4991678084108413, 0.7629081573809731, -4.584525390211237, -0.6205843895096113, -3.0059495411026864, 0.32634872153310596, 0.3294224129013494, 0.2765592199683678, 0.22162343344136032, 0.23094589476837404, 0.20838080845187573, 0.2168177791769555, 0.2932821709950645, 0.2284240010889248, 0.368205206571262, 0.4487246155335927, 0.2419946758629957, 1247.8809001070754, 124.98425551514669, 1581.6006812757823, 155.69664509370656, 1108.5364836719446, 99.28995810722628, 0.03811687888363511]",sad
"[-0.26168787122145365, -0.22541832546651586, -3.5265722083571633, -1.924124329104796, -0.6333420143778612, -2.418627639158723, 0.1459560955320236, 2.7277449892387216, -3.5719720652699647, -4.76208920630755, -1.3923628087902484, -0.556874989747713, -2.461732747689538, 0.4453260663321034, 0.1661394200276751, 0.36929186230316113, 0.23941391792411065, 0.47193779062072966, 0.4992515353168118, 0.22333434122166518, 0.24504428640914197, 0.38595878869798017, 0.2612869350210485, 0.2954588782067762, 0.30253884205424103, 816.0653687604688, 99.30811269528813, 1233.081667780748, 113.0157883200171, 1248.7264006937628, 29.739724228829743, 0.14066025933739887]",sad
"[-2.557925860663617, -2.559520336991669, -0.41925620789657736, -1.319897410862219, -0.8587740055609381, -0.06363067893427776, -2.6626167663666456, -3.224473469015501, -4.170301053115596, -3.6508210599579103, 3.8981888506174505, 0.4893591614735735, -4.702148732416043, 0.16775420432564297, 0.34818660617184916, 0.3547264797377967, 0.35488838353173646, 0.2745044206446302, 0.28745457399971, 0.33278795241593573, 0.30858930062933304, 0.07806996272524647, 0.2770200369424806, 0.21485935657396862, 0.3175211418908512, 1797.051800520682, 118.37408327371521, 1345.9410941482806, 219.1351126482939, 1056.5375774418426, 96.80377961807365, 0.13034252966078355]",sad
"[2.1130871296590827, -4.261776870651831, -1.052735846377091, -3.852762259963077, -0.8889747073155034, -3.837373022972189, -2.8347336272101686, -2.5901798284758124, -0.048366561310581924, -0.16309111211517235, -4.4914347528927685, -1.8901317780003026, -3.419159709498345, 0.17414950893246653, 0.278298294957563, 0.269151721154418, 0.5426716486345522, 0.34329598253606963, 0.16223824992457625, 0.24352259958290576, 0.4021383295429398, 0.5088442772869926, 0.14140166877620414, 0.11200756148609547, 0.4870965175371782, 1277.9228354741808, 56.58536340618168, 1600.3887258367306, -47.68108042626582, 960.6751013194322, 93.11284691372342, 0.1462135069768915]",sad
"[-4.027791904585076, -1.8286256771932818, -3.8508492521191746, -1.489232488651366, -3.7906926447260485, -2.816201678320441, -3.991630789580458, -0.6977275163526859, -0.2830977666866694, -2.4692411399148275, -1.9235240100799433, -4.897182829267088, -2.5993532960135743, 0.2949795382958255, 0.5620793091029975, 0.18880329742258362, 0.4464177238752437, 0.3996858773465808, 0.32806364044901365, 0.47586204841951335, 0.3372105472606863, 0.33891591956679284, 0.29468793469824545, 0.42235688824186274, 0.4096469233810884, 1074.8645425007576, 34.03764027006163, 1379.1058087813028, 89.99710767017652, 947.295085076929, 129.49752538736556, 0.0771349172456605]",sad
"[-2.0856467626231496, -1.8839545303832095, -0.30313823558943076, -6.49377866796921, -3.2134005895305933, -1.5774326154410545, 0.4001579128537225, -2.98380489501241, -5.753105412083748, -0.7605771080677275, -3.2707247776512585, -4.379333318180723, -3.248690779426448, 0.281547464234415, 0.23952553354617873, 0.07944339429009306, 0.38970661968871323, 0.4274875041278722, 0.3651521991339506, 0.18623143295751832, 0.27985084660524817, 0.2993478684770542, 0.359879438956191, 0.3668340488718081, 0.2265826201221504, 1216.399111282712, 122.86402023076205, 1876.74669664403, 202.83799048685424, 1117.8113374751038, 83.35306511717444, 0.1705229572601752]",sad
"[-1.1804744080810052, -3.722175820347141, 0.8067399402503814, -0.6041934549219448, -2.8860880422569646, -2.958985934798487, -1.4068489097184764, -1.0736304094648306, -1.6054154687375872, -1.3773826531142301, 1.399914749152761, 0.14308630446977144, -1.6187288174699512, 0.3941310580767483, 0.19674760964724602, 0.3397927049946809, 0.480930634973311, 0.2781954104607626, 0.2152366071380915, 0.2347911111406939, 0.19103669626576114, 0.22152380918722964, 0.2629491901409971, 0.15944329808213578, 0.3015618333949603, 1380.4554347573294, 54.61219099265398, 1895.7851770925306, 188.3094066395696, 1166.1161171248114, 53.68661784591452, 0.1427262613533308]",sad
"[-4.183867800790626, -0.21950499832698256, -1.6563213204129377, -0.8934975600304327, -4.351189211249704, -3.7901396845532096, -0.8055435634932304, -3.8966960084484015, -1.0735874158017538, -4.7342756129204915, -0.3036515746666637, -4.465046629537018, -0.8954001246409535, 0.3625630933646001, 0.23032281815704247, 0.3582026567084727, 0.3260442263333556, 0.24611581438072616, 0.19914453159237916, 0.10373743083274206, 0.3349650047299694, 0.14351972286379447, 0.30953441994413083, 0.27365517839177506, 0.36791427754381956, 1139.5909001020273, 83.52761068264543, 1659.5612112864887, 175.1293521813088, 1023.2311914365556, 98.77070359234105, 0.023221393839644708]",sad
"[-0.4864226400260361, -0.7750624119727954, -4.033366257152995, -2.4881609473484025, -2.0786145752552625, -2.2689935688034653, -1.3322800668629307, 0.862733563662367, 0.16353345534565733, -4.6244383868628125, -0.7558600193879026, 0.6578666390708192, -1.2263829586215946, 0.4090980425185967, 0.5012270445700765, 0.40237095461069816, 0.3249308595641729, 0.40450884740847537, 0.3144887833096891, 0.30239030432849556, 0.26485857642862676, 0.4563413358832108, 0.21815713340579984, 0.4532367724678116, 0.34998641237403716, 920.1387650396117, 118.38246464957108, 809.9920477045127, 196.91310126232767, 1137.0462965977981, 56.30576177391786, 0.10617738479777912]",sad
"[1.9083148675005726, -3.011493408523873, -4.1178151741132005, 0.9633268049251975, 1.9251743810615896, -1.9926086563043053, 0.022926070816712496, 0.6829518310617622, -3.484968465076768, -2.9706116707357366, 0.4617490263094699, 1.3700285574170188, -0.8742382796512904, 0.21201856464979457, 0.4987061111699441, 0.24690291021880353, 0.2664862218828548, 0.33423378344896215, 0.4554160420714774, 0.38539759765522236, 0.34148655003619105, 0.3463288530118106, 0.3043514668643466, 0.35581395145185063, 0.04704399223056965, 1140.6785081860403, 112.06609674583905, 1094.695774914148, 178.974248835867, 919.1057558027757, 150.2190279326196, 0.17865098626074283]",sad
"[-2.9316111382363257, -2.3016754231333905, -2.147895131216785, -2.9033189523192453, -1.6099500319437465, -3.5165641377751804, -4.261230669875053, -0.7545775521994629, -0.7409408315563784, -3.6086315193199847, -0.2092891384748008, -3.2631554583306626, -1.4936695239240376, 0.3820344012612456, 0.2966387435296287, 0.34547409121411343, 0.2483570356112428, 0.2803533416571903, 0.27941405691196597, 0.2253421653459761, 0.2823225836884218, 0.14513817011362531, 0.25088462528578953, 0.2715124506630329, 0.274382024750462, 1151.7005108258443, 96.91179000699356, 1583.8324554258193, 215.5887805599392, 830.0469546303466, 31.871965784434224, 0.047897779387844855]",sad
"[-2.9744058423898543, -2.703842635633018, -3.5399921323949144, -4.592233328499789, -2.9122416549483763, -1.6371467597720573, -0.8099410683288706, -3.1148461062166426, -2.825995644286868, -3.8533966176946217, -2.062878340749553, -3.6968572683816294, -0.8537443735175998, 0.12141335080658885, 0.26403703275475376, 0.3301107339191742, 0.3183834516322504, 0.5693033663980497, 0.3349800024567907, 0.19959454031579896, 0.29045357529109267, 0.1223753666533548, 0.2919400250703239, 0.2166943942999241, 0.39153902755601616, 1090.091945080893, 94.16170421023767, 1249.332647578679, 280.4138513889999, 895.7514467764177, 153.30228173916805, 0.14070758810591333]",sad
"[-1.0358665453292277, -1.2625337053649606, -1.212405403567497, -5.85534515869122, -2.557766788301513, -0.30968405763135687, -2.097794366948211, -4.81037969360715, -2.104808901154939, 1.4082110325109825, 0.4937834310694389, -2.1240080187320634, -0.09710144588382685, 0.2633492979631948, 0.1296128413173281, 0.20755340118704454, 0.45628887685081976, 0.2726006918170696, 0.2756616020624982, 0.27001618037251196, 0.4904136589573007, 0.46259589153620634, 0.5218780233448134, 0.2840954789599949, 0.3295624488747095, 896.6714901158418, 173.84672130591372, 1089.6661346196195, 166.25816728219718, 740.5394944734312, 56.445326930452154, 0.058136878447514986]",sad
"[-3.2157505213516355, -3.078245406297957, -3.096537589850154, -0.33333217643938573, -4.209725586125041, -1.5589171459722664, 0.4359183046111168, -3.0263927290267922, -3.435837781495204, -2.4610492503605017, 0.3594504167214203, -1.6117847380932846, -3.0624285892151972, 0.348387665118804, 0.18977078501635763, 0.3681359510442948, 0.34086073077017676, 0.2692191528861116, 0.21614142015527688, 0.21133190777165425, 0.353481733634591, 0.4228980502489062, 0.23626922529712052, 0.3458386703551484, 0.09129729813979309, 1083.07645386856, 98.4470533564549, 1167.0949749054498, 79.7620218907803, 826.4440887062228, 91.68770913305492, 0.09063354907968127]",sad
"[-6.476462466649944, -6.241400305270132, -3.213730355714351, -1.0846268278928959, -7.495009685450469, -2.9994603523032612, -3.0524957130348422, 0.7766755564168957, -2.7700436234257273, -1.234022030518143, -1.7174857198250735, -6.261132959614401, -0.4635855667365254, 0.3215396505456288, 0.35082686396745894, 0.6926237706436327, 0.09158870605014113, 0.47246966497611087, 0.2712552480599644, 0.3287328904403009, 0.29544877546987575, 0.2575763666601956, 0.2430167071761241, 0.3329508735573009, 0.14828263033283207, 1350.115833504353, 79.19027975573731, 1100.9791982878926, 116.24903565031397, 1211.4298433725146, 58.586596519351076, 0.11792268091048103]",sad
"[-3.4619125514309466, -0.4841563001527609, -0.6289845224195918, 1.697217666592823, -2.351127890998431, -0.6626903904841868, -1.803864920922111, 0.5917435637260287, -3.4376647752174607, -0.5099893742454378, -2.3893945922333635, -2.1283763542169956, -1.8164950311032544, 0.3252240396426677, 0.2883770956878042, 0.3214713183170526, 0.45781180575621844, 0.39854496856152183, 0.3869154592496896, 0.2544460473976129, 0.21107591717716756, 0.39553005582377526, 0.3876046792529794, 0.44726706757509815, 0.23960193740307703, 1154.0902689279305, 18.025791873728295, 1322.2586681817381, 224.74278829345855, 866.7009241543605, 105.61919180803295, 0.09047484470010944]",sad
"[-1.3518859435568786, -4.295382779631335, -1.8295811007321978, -7.9822719418014465, -2.3737923163239696, -5.26094648743028, 0.411989033093632, -0.44518529447097754, -1.066658036067838, 1.04201245431876, -3.8978330416496743, 1.4947263958311163, -0.13561687147923052, 0.2763444712781054, 0.4135620147182944, 0.18937064875883658, 0.21754858384723263, 0.23914102767602996, 0.24710222919359848, 0.1943442357239747, 0.4223083067095325, 0.2741145599630168, 0.33525049683568797, 0.24296486335863193, 0.11793966994514826, 1254.0114716782844, 4.387251229011156, 1419.4097861743594, 47.37637208753921, 1357.4551998461616, 116.45450888698886, 0.10528768956357402]",sad
"[0.5274133553093372, -3.6926319549314717, -0.913041242659814, -1.6003791325625731, -1.4719598373326601, 0.5447070002135357, -0.5350157944403955, -1.4225526743499535, -5.309774872456592, -3.9200925905589274, -2.245417867191448, -1.8132552514466975, -4.260407449347848, 0.5411676675578421, 0.4516394055253573, 0.36021183203924834, 0.30720368612837445, 0.27877910300988484, 0.2048081539977764, 0.30774805185188625, 0.32577525401427504, 0.17582394245183755, 0.33341764172448973, 0.28447409511752514, 0.10921924421226087, 1027.9229978440997, 79.31972332891779, 2006.306297202057, 191.74148434003186, 692.9036861800217, 99.44145157670548, 0.02263480055308173]",sad
"[0.16538210777414664, -2.9422493036357573, -2.1872723774783416, 0.6515932950843801, -4.5743271371685, -4.794236370225983, -3.1671986526920097, 0.07675770203863319, -5.038692150953684, -7.664311196221138, -2.9023177168179974, -0.8965184001781592, 0.40052349947765853, 0.2536838637914601, 0.2588573392883997, 0.4153900734255747, 0.11302583003045791, 0.26114792248169905, 0.31904238899250575, 0.34492187212850345, 0.24901933068091173, 0.3034441011705841, 0.05116726465870103, 0.23417515876661515, 0.3453508712554467, 1003.5411931490642, 102.94921107947987, 1574.0617502408095, 124.30880993566763, 994.0927541993142, 41.49069738861551, 0.08966943601519767]",sad
"[-0.7795676608215549, -1.6860540780631315, -3.173062539127871, -1.551567191418414, -0.570780418726764, -6.099882557154956, 0.3181481299117954, -2.672509477362144, -1.1490201335195396, 0.3944938472904558, -4.7433473944609315, -3.418882004855093, -2.5770973917514097, 0.22162464788755715, 0.47349365758368084, 0.2143227906173207, 0.24444532205131334, 0.32043890316029766, 0.1797850473923911, 0.2604319288243736, 0.3317453261250175, 0.26671395956174887, 0.2906613141100052, 0.2470667887551629, 0.14855296908192328, 1264.3186422678477, 187.74665358236206, 1445.5204892350314, 166.8948087935662, 1098.544551023372, 29.226780138132035, 0.1851257329064803]",sad
"[-1.595342407154396, 1.2637137981782178, -3.4660659910479787, 1.6361238451156495, -0.44968901193043376, -0.8939198282952832, -1.531951091293704, -2.4970572361488985, 0.4010633169477451, -1.7192802603039061, -5.934139407174305, -4.234372923414005, -2.3716915043854945, 0.3309998983165555, 0.2943411511100104, 0.42189707897936635, 0.1048898135961375, 0.314358793650516, 0.1182020774612845, 0.37597122954841683, 0.2905541285557997, 0.3419609972024118, 0.21361170394102336, 0.4279464931657751, 0.4041724664058851, 1316.7088606023776, 93.52413765682796, 1613.9571855885397, 96.98305740094884, 1131.1111318041424, 145.97923577295683, 0.15353052799895933]",sad
"[-3.459204939614819, -1.2771653654537942, -4.5862830875172955, -0.8552193776486485, -1.0987931742749222, -5.739632679064329, -4.323567687824728, -2.5662777934875343, -2.6017194942816526, -4.41895387083761, -1.2220425412956324, -1.4970527821189759, -2.3885382639570385, 0.22442084998416367, 0.40487071264165636, 0.4655407113088295, 0.2516438516153463, 0.2387833082845179, 0.3491207665411996, 0.26419706202530135, 0.28606027993367655, 0.3739653151724671, 0.1090643912492707, 0.4318302324852669, 0.30726805243293415, 1117.701371087564, 95.53829228892755, 1428.7288065061557, 20.15990224163059, 1258.987645490647, 81.65302529082474, 0.12215010652236877]",sad
"[-0.09690045885191445, -4.0423249151206, -1.053056201929543, -2.5352821817975872, -0.3064584495670126, -6.254454840702991, -2.198188600482538, -3.2056413115679234, -1.135474098731689, -1.0599116252635956, -3.415251789644052, -3.424347728352087, -2.221330737114659, 0.21033577726847918, 0.3841983695452127, 0.2630792799552554, 0.009301178067835814, 0.26251779433781935, 0.19614561791560275, 0.13687241845390544, 0.17625733617774275, 0.310940847183297, 0.43286408282482314, 0.33131844738649796, 0.23934966117842602, 1291.1808390341405, 77.04548448905041, 1231.6198892510565, 63.422799882526164, 609.6342386496563, 64.40305173762219, 0.1079026744960066]",sad
"[-2.1932473400297794, -2.831933855894717, -3.8914921213935623, -0.783507616630063, -4.63426383989317, -0.4479441723130493, -4.00443403785345, -3.50487047470607, -4.933570381231354, -3.0028042937712733, -0.049375083044042256, -0.9687438231120871, -0.04315577594392983, 0.35221425459339356, 0.18963301714696307, 0.26692107756724426, 0.22198008708825373, 0.433057490403904, 0.18032113535736882, 0.38936976893891106, 0.3892953870108769, 0.4829620201716087, 0.25903134073705025, 0.3712322159580162, 0.5281651836538843, 1076.4716646132606, 23.247987623382016, 875.9969898276709, 203.45340216459985, 583.3699583882833, 65.10723788248309, 0.12186565935194804]",sad
"[8.370351073659828, 8.850889728368344, 8.444579711601708, 10.557731626626786, 6.095367238522406, 6.646009723082937, 6.4546811094583525, 9.66038362372522, 9.800797176790127, 8.902450638637017, 10.366987333779855, 5.643918265247239, 11.334448223102275, 0.9523238621712259, 0.8735621997245747, 0.978179890877106, 0.6343376792322226, 0.7475551863737349, 0.7264696539318048, 0.8721479323757344, 0.6949859260397855, 0.8757495149337486, 0.9370536143996714, 0.8695202900084, 0.8283751023661502, 2802.4253318198503, 57.65745169373177, 3974.885671589, 208.45117529289993, 2392.1960961244913, 63.283618169364374, -0.00129039365556885]",angry
"[5.858295162631123, 11.822838174279447, 5.439088857995067, 8.378959642442162, 10.014887946390397, 5.4901546639954155, 8.369420949562167, 9.87583107502131, 8.0249986438145, 13.736806111333536, 4.6628014822436095, 10.117457059767759, 7.654396525207071, 0.8771920154836675, 0.8441307151699247, 0.7266843802890004, 0.8228996392459341, 0.6142098548601713, 0.8603247500571394, 0.8298158465990526, 0.8638660168643103, 0.9058118325087151, 0.8367619840209711, 0.8148089419798277, 0.7118931663338708, 2857.5558472701896, 159.33673100886654, 4030.9006217117935, 132.14171727659595, 2409.2005494506548, 43.815425000249355, 0.15863784226337224]",angry
"[9.330833647383557, 11.882434872927497, 6.243353845640522, 7.243984201963565, 8.462891845051145, 9.292979075451541, 7.568664724904735, 6.254077819092599, 9.762815057847142, 9.442270725091163, 6.16745179887255, 10.710885602210992, 10.340397418393207, 0.8134296497247794, 0.8079597862376037, 0.8554057771115907, 0.7138296929743743, 0.8030031479164083, 0.584761645539082, 0.8876455645502936, 0.6438506777558141, 0.9503419828429, 0.766987990603355, 0.7788333018068824, 0.7372266093915495, 2942.392225215585, 170.9265672574018, 2853.6574030394763, 245.77240395661408, 2467.604696220342, 31.719134085711374, 0.04623438034753811]",angry
"[11.352786054416406, 6.108986240114538, 5.693298978808081, 10.274629084729458, 8.677105752571828, 6.124148846927202, 8.433249950809238, 5.948494632719445, 10.20164279684521, 10.122741929746267, 9.064012397643886, 8.723322122494032, 11.522376249734748, 0.7999686327388226, 0.68181258745792, 0.8449473912832307, 1.0086047049537115, 0.6985240506814148, 0.7638537233306014, 0.8416446038101453, 0.7946095150994261, 0.7017696419622685, 0.9121857856230471, 1.032004072201726, 0.8196131459023908, 2819.1863420528, 22.551973747326244, 3677.3927943663543, 232.79080074871933, 2495.033549299076, 79.90384636324585, 0.0705364174105347]",angry
"[5.815672734563821, 9.669502652649765, 9.82754324277117, 4.908540426618534, 11.179677956361367, 9.148142441788004, 10.799189290291586, 5.315744503029769, 5.268351689169123, 7.702061380465406, 9.005568853790388, 11.592721645853928, 9.412157827630264, 0.7757318723187967, 0.6973630792334108, 0.923000057271915, 0.7035294574249286, 0.9628468554772323, 0.7715615350393491, 0.959058207261785, 0.8678931290059279, 0.7863004510557542, 0.7480603628173874, 0.7659092122653921, 0.8428316692375238, 3015.4312992435434, 70.30942959656474, 3550.31057690471, 155.89327722893623, 1974.2531811170375, 98.32672459154794, 0.05101393876415966]",angry
"[5.69333519358851, 4.625311305778579, 4.412215004264219, 5.289104993775421, 6.5819580847390196, 11.906518275053136, 6.948240648209592, 8.355500212536063, 8.800962773012657, 8.262130372431697, 7.845113078548013, 5.609412472801511, 10.901855096558425, 0.9807196643637885, 0.6317341305877314, 0.697597140911362, 0.7720189657622994, 0.7035462205089809, 0.8505965553455865, 0.7271727797593387, 1.0165056067806604, 0.9190548594343597, 0.8212574030632216, 0.9026986263319733, 0.9105900424357309, 2887.2105023883514, 59.18913777290176, 3623.4429188908944, 214.62270933734578, 2427.8120797306833, 16.92014071236011, 0.05985877780245789]",angry
"[7.852054272811244, 7.84866879134834, 11.945084353579617, 5.228024115202004, 9.011178483671749, 10.97822621665658, 12.542899490845592, 7.191205153632078, 8.9828589054404, 9.139520714397294, 8.390963463106582, 7.802309597521388, 8.871950779000091, 0.5467753914780316, 0.8682069490062632, 0.8126177903661967, 0.7777525103221735, 1.004686219571956, 0.7325065981209449, 0.759692401093497, 0.9991553302204734, 0.7167938695150143, 0.7449884717063462, 0.785297457656915, 0.884073448212955, 3041.5605014706625, 35.368732642386874, 3440.349431061843, 104.44841750908415, 2384.555790955391, 97.03374634519317, 0.12091028779439861]",angry
"[4.447976491903196, 10.127881975121712, 8.505137691993246, 10.769064095187812, 8.888396654581344, 10.202645915471525, 8.933090622900254, 10.692451512405496, 9.044501272035557, 7.804169507114192, 12.544869440893763, 9.778074244559784, 9.147488842008826, 0.6723695583461664, 0.6711692382536463, 0.8292715482141854, 0.8145521197768242, 0.7385877434991684, 0.814098269961206, 0.9588626928043597, 0.8695402474550299, 0.6858991490247262, 0.7888491172857057, 0.719503351914744, 0.7612300083591439, 2917.2768668740714, 76.11772086979974, 3223.4593884079814, 140.42589888613574, 2287.878472630538, -37.17794760009072, 0.20264860122508316]",angry
"[10.177539308433344, 7.247398550150008, 8.037638099481196, 5.656691305364877, 11.391445755621731, 11.794577389546223, 8.31338745649305, 10.047061288370688, 8.350573557867847, 5.326549122248139, 7.176353262072685, 8.263855933543914, 7.090904562513112, 0.7781346722564965, 0.7908600442490886, 0.791912150213454, 0.8052258490497484, 0.69393949336034, 0.7282983850872065, 0.6715415734300031, 0.8977815549686201, 0.5894353058159676, 0.9153590343316926, 0.9386349397262844, 0.7697819413017379, 2479.37258243454, 81.93447190163548, 3580.7447516133543, 74.20513350533149, 2296.9563212383514, 141.20780795453405, 0.13324635811508706]",angry
"[6.1508717712438, 4.804801660809136, 7.345965364780458, 7.5730864412991235, 8.992398374726633, 6.929366574864682, 9.022999150723724, 11.87030808012046, 9.631002044888525, 7.903822985338455, 7.633699057893411, 7.286653731640257, 10.361281824904289, 0.7372686554048697, 0.8045222708999983, 0.8051197901881085, 0.7498215807188469, 0.66275344521159, 0.8322974503617668, 0.7938996028144617, 0.8500240469436571, 0.7466399693560833, 0.9220821298813049, 0.7123226218788156, 0.9712040284017893, 2650.4726980343476, 121.73850322784456, 3742.629204757987, 90.33321990443383, 2484.8787875722023, 131.18074679040635, -0.010840941967703216]",angry
"[9.005489614981629, 3.013458359339845, 6.0686703929535835, 11.25833272980189, 6.836435933215892, 5.652240071182055, 7.604124542030636, 12.135812676327104, 4.336635505587948, 5.897380176721311, 10.994863366359253, 11.715404687075464, 7.7931375514194325, 0.6760947297473358, 1.009584350180916, 0.9594442391749197, 0.8678946987762234, 0.718759765106258, 0.7950970659161963, 0.783963991895517, 0.8330851304615579, 0.9451001438131337, 0.8879417041137404, 0.6922623923015242, 0.9376496450019538, 3062.626428002631, 134.35328979294582, 4039.9622577835808, 66.63148128648366, 2392.8348842587075, 58.7418179456314, 0.021607028731727207]",angry
"[8.69341995520984, 13.023113103168846, 4.319844510988494, 7.93543877790106, 9.281085870149546, 8.246156403312362, 7.773743894968519, 5.401567273108352, 8.465573485880327, 6.4864720459681475, 3.6201565900428934, 10.389184441027462, 9.916771639684084, 0.805166097685108, 0.8229074688205703, 0.9074318012715562, 0.8224339656778084, 0.8904017554761314, 0.7702517799126151, 0.9311983738573947, 0.8320785725932685, 0.8194051943605875, 0.6729938911287968, 0.828695585430171, 0.716804508250555, 2872.3434546943013, 59.23121858419395, 3280.1295204302323, 309.35785522627214, 2666.2678123976807, 156.81470008577045, 0.03885524902222181]",angry
"[8.142507499821784, 5.412984749591809, 6.608610245605872, 6.16374603316685, 10.479168012883123, 7.20754064379648, 10.136758667388033, 9.208241779177037, 12.607277504209577, 5.041111553720552, 10.518466479573597, 10.292881740801455, 6.0532423239459305, 0.900713333647316, 0.833614496302623, 0.7772523740046593, 0.7176064513028001, 0.7280890548550815, 1.0049812095785926, 0.8000682818957483, 0.878213000153146, 0.7209100618332447, 0.7220147053778362, 0.9081984809249943, 0.6650423788448468, 2916.9572464189455, 101.7013705536116, 3633.411780552016, 136.5680036237883, 2479.1639562191845, 107.71423023271247, 0.1367318772729665]",angry
"[6.028392382664347, 7.4316898041424055, 10.389525723753875, 9.789294375147744, 5.254281097037872, 8.702959800704404, 4.0435495012503795, 8.09386980412074, 11.795534033491954, 6.104214565462027, 6.331353909016836, 9.52805956314572, 4.914396969580708, 0.7367244970114961, 0.8596441137581753, 0.7365714152310597, 0.7764030012789029, 0.8744185710315036, 0.8421546083536562, 0.8266818396295402, 0.7660877720729962, 0.8370061115268956, 0.7876267319900244, 0.8457805609925785, 0.7503067974882022, 2963.4862051240916, 50.50211037239931, 3589.4977169981294, 89.17493522783664, 2177.1907099676014, 90.34644591421552, 0.11063698879288303]",angry
"[9.565747469897145, 7.137748860849802, 8.816105693673512, 9.101595144547327, 8.88954761566319, 6.348692634395716, 8.298726964542379, 8.728280592109323, 8.014356933815884, 3.8270446832578306, 8.32097924794696, 12.425062078794484, 7.279921462486034, 0.727192290214468, 0.8373348559711399, 0.8312378210466572, 0.9192735165416415, 0.6742131844091113, 0.8731380252574993, 0.8590422061251464, 0.7857853463059454, 0.833868731792169, 0.9029457481598357, 0.887231538002845, 0.6856980687926272, 3164.031637351097, 96.76556974837408, 3621.8622294046545, 155.4897743251271, 2369.951402240348, 127.66829988428259, 0.0958141020075394]",angry
"[5.760907743233663, 7.212940288060542, 8.357389433620952, 10.4584295685941, 9.206189369897666, 6.298929442505912, 12.970379833357782, 8.52955062195596, 10.55078147599803, 7.696571132845541, 9.0667184894109, 9.67893700903681, 10.436389423508512, 0.9057368305378226, 0.8872197000072979, 0.7684913268805892, 0.7428253958043939, 0.8332607510324198, 0.893312807234107, 0.7777279299223393, 0.9065171965714387, 0.945261674548618, 0.708367908092658, 0.716307929620372, 0.7859624941094664, 3061.5225336378394, 73.77164931164745, 4005.6608036601433, 181.80501461388383, 2407.889409648148, 22.563619045258896, 0.03420920917862465]",angry
"[8.562018500563612, 3.7348087476903276, 10.025274819288143, 7.683692311255359, 14.486185939189467, 12.615832501232221, 7.637101861504966, 7.78732599493737, 9.99116302800406, 11.406345219836076, 4.723941885127966, 4.427249069290626, 6.755930388891237, 0.8582737583173865, 0.8496873590507598, 0.906977145498385, 0.6800302471634692, 0.5683856137031124, 0.8858014195302146, 0.7171803727034766, 0.5981512135611362, 0.8145063745959382, 0.8793175688218677, 0.7877942867878723, 0.7542151613817512, 2968.1275535708187, 81.47086187996086, 3195.58586641795, 96.39894922571762, 2504.255981002763, 92.86714165506001, 0.10840299029834102]",angry
"[6.009703036293241, 7.636993675728665, 3.6458699071142906, 8.35695332777078, 10.857715415627135, 5.051735735915789, 6.82814465336449, 8.65821355742026, 10.505685268854968, 7.103550767399701, 6.615499341468207, 4.062153715167834, 8.206876258616212, 1.0042076040143746, 0.8277358461964677, 0.7977721020816287, 0.8322082310766986, 0.7988907996051399, 0.718698562773987, 0.8823279915677706, 0.8225761523111755, 0.8017613251933657, 0.702463397272175, 0.930350793193476, 0.866470274533311, 2889.41583252654, 150.09124268409687, 3450.728748484438, 91.34973806167223, 2248.0593765039425, 9.15725787647635, 0.12357711902091029]",angry
"[4.3377102433233, 5.543112337468475, 3.8488239818429335, 7.8278606144182135, 7.699359079456256, 7.346607573627272, 5.9148446106588475, 5.65553249312672, 8.928739727093149, 6.898896136583025, 8.632716643072289, 6.229502627751555, 8.362125485542165, 0.9303278037316064, 0.8586165800392784, 0.758758618178352, 0.8257198970355928, 0.7759334825469787, 0.8007880184694729, 0.7674388947851497, 0.783566479411461, 0.8212093353074176, 0.700664130041805, 0.6984121173010022, 0.6611457446168789, 2679.945779099258, 39.13586538897603, 3647.838752041239, 83.0409363381087, 2502.722892846219, 81.38854995010247, 0.0015747893280973202]",angry
